Input Number, Run_Number, Result@ 100, XP, Y, X, Z, YP, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-42, Run: 061, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 062, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 063, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 064, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 065, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 066, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 067, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 068, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 069, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 070, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 071, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 072, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 073, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 074, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 075, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 076, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 077, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 078, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 079, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 080, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 081, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 082, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 083, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 084, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 085, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 086, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 087, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 088, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 089, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 090, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 091, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 092, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 093, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 094, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 095, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 096, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 097, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 098, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 099, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 100, P, 100, 0, 0, 100, 0, 0, 100, 0, 0
INVAR-43, Run: 001, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 002, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 003, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 004, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 005, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 006, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 007, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 008, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 009, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 010, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 011, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 012, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 013, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 014, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 015, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 016, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 017, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 018, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 019, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 020, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 021, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 022, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 023, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 024, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 025, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 026, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 027, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 028, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 029, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 030, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 031, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 032, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 033, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 034, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 035, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 036, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 037, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 038, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 039, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 040, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 041, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 042, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 043, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 044, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 045, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 046, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 047, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 048, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 049, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 050, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 051, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 052, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 053, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 054, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 055, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 056, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 057, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 058, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 059, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 060, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 061, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 062, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 063, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 064, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 065, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 066, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 067, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 068, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 069, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 070, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 071, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 072, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 073, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 074, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 075, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 076, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 077, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 078, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 079, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 080, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 081, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 082, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 083, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 084, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 085, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 086, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 087, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 088, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 089, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 090, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 091, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 092, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 093, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 094, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 095, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 096, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 097, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 098, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 099, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 100, P, 200, 0, 0, 200, 0, 0, 200, 0, 0
INVAR-44, Run: 001, F, 0, 0, 0, 50, 0, 10, 50, 40, 40
INVAR-44, Run: 002, F, 0, 0, 0, 50, 0, 8, 50, 42, 42
INVAR-44, Run: 003, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 004, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 005, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 006, F, 0, 0, 0, 50, 0, 10, 50, 40, 40
INVAR-44, Run: 007, F, 0, 0, 0, 50, 0, 10, 50, 40, 40
INVAR-44, Run: 008, F, 0, 0, 0, 50, 0, 14, 50, 36, 36
INVAR-44, Run: 009, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 010, F, 0, 0, 0, 50, 0, 17, 50, 33, 33
INVAR-44, Run: 011, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 012, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 013, F, 0, 0, 0, 50, 0, 10, 50, 40, 40
INVAR-44, Run: 014, F, 0, 0, 0, 50, 0, 14, 50, 36, 36
INVAR-44, Run: 015, F, 0, 0, 0, 50, 0, 3, 50, 47, 47
INVAR-44, Run: 016, F, 0, 0, 0, 50, 0, 6, 50, 44, 44
INVAR-44, Run: 017, F, 0, 0, 0, 50, 0, 14, 50, 36, 36
INVAR-44, Run: 018, F, 0, 0, 0, 50, 0, 18, 50, 32, 32
INVAR-44, Run: 019, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 020, F, 0, 0, 0, 50, 0, 17, 50, 33, 33
INVAR-44, Run: 021, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 022, F, 0, 0, 0, 50, 0, 18, 50, 32, 32
INVAR-44, Run: 023, F, 0, 0, 0, 50, 0, 24, 50, 26, 26
INVAR-44, Run: 024, F, 0, 0, 0, 50, 0, 15, 50, 35, 35
INVAR-44, Run: 025, F, 0, 0, 0, 50, 0, 18, 50, 32, 32
INVAR-44, Run: 026, F, 0, 0, 0, 50, 0, 5, 50, 45, 45
INVAR-44, Run: 027, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 028, F, 0, 0, 0, 50, 0, 4, 50, 46, 46
INVAR-44, Run: 029, F, 0, 0, 0, 50, 0, 16, 50, 34, 34
INVAR-44, Run: 030, F, 0, 0, 0, 50, 0, 13, 50, 37, 37
INVAR-44, Run: 031, F, 0, 0, 0, 50, 0, 19, 50, 31, 31
INVAR-44, Run: 032, F, 0, 0, 0, 50, 0, 13, 50, 37, 37
INVAR-44, Run: 033, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 034, F, 0, 0, 0, 50, 0, 14, 50, 36, 36
INVAR-44, Run: 035, F, 0, 0, 0, 50, 0, 10, 50, 40, 40
INVAR-44, Run: 036, F, 0, 0, 0, 50, 0, 10, 50, 40, 40
INVAR-44, Run: 037, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 038, F, 0, 0, 0, 50, 0, 14, 50, 36, 36
INVAR-44, Run: 039, F, 0, 0, 0, 50, 0, 14, 50, 36, 36
INVAR-44, Run: 040, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 041, F, 0, 0, 0, 50, 0, 16, 50, 34, 34
INVAR-44, Run: 042, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 043, F, 0, 0, 0, 50, 0, 21, 50, 29, 29
INVAR-44, Run: 044, F, 0, 0, 0, 50, 0, 5, 50, 45, 45
INVAR-44, Run: 045, F, 0, 0, 0, 50, 0, 15, 50, 35, 35
INVAR-44, Run: 046, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 047, F, 0, 0, 0, 50, 0, 8, 50, 42, 42
INVAR-44, Run: 048, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 049, F, 0, 0, 0, 50, 0, 15, 50, 35, 35
INVAR-44, Run: 050, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 051, F, 0, 0, 0, 50, 0, 10, 50, 40, 40
INVAR-44, Run: 052, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 053, F, 0, 0, 0, 50, 0, 7, 50, 43, 43
INVAR-44, Run: 054, F, 0, 0, 0, 50, 0, 18, 50, 32, 32
INVAR-44, Run: 055, F, 0, 0, 0, 50, 0, 15, 50, 35, 35
INVAR-44, Run: 056, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 057, F, 0, 0, 0, 50, 0, 7, 50, 43, 43
INVAR-44, Run: 058, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 059, F, 0, 0, 0, 50, 0, 14, 50, 36, 36
INVAR-44, Run: 060, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 061, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 062, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 063, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 064, F, 0, 0, 0, 50, 0, 14, 50, 36, 36
INVAR-44, Run: 065, F, 0, 0, 0, 50, 0, 15, 50, 35, 35
INVAR-44, Run: 066, F, 0, 0, 0, 50, 0, 10, 50, 40, 40
INVAR-44, Run: 067, F, 0, 0, 0, 50, 0, 15, 50, 35, 35
INVAR-44, Run: 068, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 069, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 070, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 071, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 072, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 073, F, 0, 0, 0, 50, 0, 17, 50, 33, 33
INVAR-44, Run: 074, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 075, F, 0, 0, 0, 50, 0, 21, 50, 29, 29
INVAR-44, Run: 076, F, 0, 0, 0, 50, 0, 17, 50, 33, 33
INVAR-44, Run: 077, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 078, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 079, F, 0, 0, 0, 50, 0, 6, 50, 44, 44
INVAR-44, Run: 080, F, 0, 0, 0, 50, 0, 14, 50, 36, 36
INVAR-44, Run: 081, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 082, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 083, F, 0, 0, 0, 50, 0, 17, 50, 33, 33
INVAR-44, Run: 084, F, 0, 0, 0, 50, 0, 14, 50, 36, 36
INVAR-44, Run: 085, F, 0, 0, 0, 50, 0, 12, 50, 38, 38
INVAR-44, Run: 086, F, 0, 0, 0, 50, 0, 16, 50, 34, 34
INVAR-44, Run: 087, F, 0, 0, 0, 50, 0, 15, 50, 35, 35
INVAR-44, Run: 088, F, 0, 0, 0, 50, 0, 17, 50, 33, 33
INVAR-44, Run: 089, F, 0, 0, 0, 50, 0, 10, 50, 40, 40
INVAR-44, Run: 090, F, 0, 0, 0, 50, 0, 11, 50, 39, 39
INVAR-44, Run: 091, F, 0, 0, 0, 50, 0, 26, 50, 24, 24
INVAR-44, Run: 092, F, 0, 0, 0, 50, 0, 10, 50, 40, 40
INVAR-44, Run: 093, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 094, F, 0, 0, 0, 50, 0, 21, 50, 29, 29
INVAR-44, Run: 095, F, 0, 0, 0, 50, 0, 16, 50, 34, 34
INVAR-44, Run: 096, F, 0, 0, 0, 50, 0, 13, 50, 37, 37
INVAR-44, Run: 097, F, 0, 0, 0, 50, 0, 8, 50, 42, 42
INVAR-44, Run: 098, F, 0, 0, 0, 50, 0, 14, 50, 36, 36
INVAR-44, Run: 099, F, 0, 0, 0, 50, 0, 9, 50, 41, 41
INVAR-44, Run: 100, F, 0, 0, 0, 50, 0, 13, 50, 37, 37
INVAR-45, Run: 001, F, 0, 0, 0, 100, 0, 9, 100, 91, 91
INVAR-45, Run: 002, F, 0, 0, 0, 100, 0, 9, 100, 91, 91
INVAR-45, Run: 003, F, 0, 0, 0, 100, 0, 20, 100, 80, 80
INVAR-45, Run: 004, F, 0, 0, 0, 100, 0, 29, 100, 71, 71
INVAR-45, Run: 005, F, 0, 0, 0, 100, 0, 17, 100, 83, 83
INVAR-45, Run: 006, F, 0, 0, 0, 100, 0, 9, 100, 91, 91
INVAR-45, Run: 007, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 008, F, 0, 0, 0, 100, 0, 12, 100, 88, 88
INVAR-45, Run: 009, F, 0, 0, 0, 100, 0, 15, 100, 85, 85
INVAR-45, Run: 010, F, 0, 0, 0, 100, 0, 17, 100, 83, 83
INVAR-45, Run: 011, F, 0, 0, 0, 100, 0, 24, 100, 76, 76
INVAR-45, Run: 012, F, 0, 0, 0, 100, 0, 27, 100, 73, 73
INVAR-45, Run: 013, F, 0, 0, 0, 100, 0, 23, 100, 77, 77
INVAR-45, Run: 014, F, 0, 0, 0, 100, 0, 18, 100, 82, 82
INVAR-45, Run: 015, F, 0, 0, 0, 100, 0, 32, 100, 68, 68
INVAR-45, Run: 016, F, 0, 0, 0, 100, 0, 27, 100, 73, 73
INVAR-45, Run: 017, F, 0, 0, 0, 100, 0, 22, 100, 78, 78
INVAR-45, Run: 018, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 019, F, 0, 0, 0, 100, 0, 15, 100, 85, 85
INVAR-45, Run: 020, F, 0, 0, 0, 100, 0, 20, 100, 80, 80
INVAR-45, Run: 021, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 022, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 023, F, 0, 0, 0, 100, 0, 22, 100, 78, 78
INVAR-45, Run: 024, F, 0, 0, 0, 100, 0, 23, 100, 77, 77
INVAR-45, Run: 025, F, 0, 0, 0, 100, 0, 25, 100, 75, 75
INVAR-45, Run: 026, F, 0, 0, 0, 100, 0, 31, 100, 69, 69
INVAR-45, Run: 027, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 028, F, 0, 0, 0, 100, 0, 18, 100, 82, 82
INVAR-45, Run: 029, F, 0, 0, 0, 100, 0, 19, 100, 81, 81
INVAR-45, Run: 030, F, 0, 0, 0, 100, 0, 47, 100, 53, 53
INVAR-45, Run: 031, F, 0, 0, 0, 100, 0, 17, 100, 83, 83
INVAR-45, Run: 032, F, 0, 0, 0, 100, 0, 34, 100, 66, 66
INVAR-45, Run: 033, F, 0, 0, 0, 100, 0, 9, 100, 91, 91
INVAR-45, Run: 034, F, 0, 0, 0, 100, 0, 10, 100, 90, 90
INVAR-45, Run: 035, F, 0, 0, 0, 100, 0, 18, 100, 82, 82
INVAR-45, Run: 036, F, 0, 0, 0, 100, 0, 29, 100, 71, 71
INVAR-45, Run: 037, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 038, F, 0, 0, 0, 100, 0, 20, 100, 80, 80
INVAR-45, Run: 039, F, 0, 0, 0, 100, 0, 13, 100, 87, 87
INVAR-45, Run: 040, F, 0, 0, 0, 100, 0, 22, 100, 78, 78
INVAR-45, Run: 041, F, 0, 0, 0, 100, 0, 14, 100, 86, 86
INVAR-45, Run: 042, F, 0, 0, 0, 100, 0, 16, 100, 84, 84
INVAR-45, Run: 043, F, 0, 0, 0, 100, 0, 20, 100, 80, 80
INVAR-45, Run: 044, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 045, F, 0, 0, 0, 100, 0, 20, 100, 80, 80
INVAR-45, Run: 046, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 047, F, 0, 0, 0, 100, 0, 14, 100, 86, 86
INVAR-45, Run: 048, F, 0, 0, 0, 100, 0, 19, 100, 81, 81
INVAR-45, Run: 049, F, 0, 0, 0, 100, 0, 17, 100, 83, 83
INVAR-45, Run: 050, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 051, F, 0, 0, 0, 100, 0, 11, 100, 89, 89
INVAR-45, Run: 052, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 053, F, 0, 0, 0, 100, 0, 17, 100, 83, 83
INVAR-45, Run: 054, F, 0, 0, 0, 100, 0, 20, 100, 80, 80
INVAR-45, Run: 055, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 056, F, 0, 0, 0, 100, 0, 16, 100, 84, 84
INVAR-45, Run: 057, F, 0, 0, 0, 100, 0, 17, 100, 83, 83
INVAR-45, Run: 058, F, 0, 0, 0, 100, 0, 17, 100, 83, 83
INVAR-45, Run: 059, F, 0, 0, 0, 100, 0, 23, 100, 77, 77
INVAR-45, Run: 060, F, 0, 0, 0, 100, 0, 21, 100, 79, 79
INVAR-45, Run: 061, F, 0, 0, 0, 100, 0, 18, 100, 82, 82
INVAR-45, Run: 062, F, 0, 0, 0, 100, 0, 18, 100, 82, 82
INVAR-45, Run: 063, F, 0, 0, 0, 100, 0, 14, 100, 86, 86
INVAR-45, Run: 064, F, 0, 0, 0, 100, 0, 14, 100, 86, 86
INVAR-45, Run: 065, F, 0, 0, 0, 100, 0, 23, 100, 77, 77
INVAR-45, Run: 066, F, 0, 0, 0, 100, 0, 27, 100, 73, 73
INVAR-45, Run: 067, F, 0, 0, 0, 100, 0, 28, 100, 72, 72
INVAR-45, Run: 068, F, 0, 0, 0, 100, 0, 19, 100, 81, 81
INVAR-45, Run: 069, F, 0, 0, 0, 100, 0, 23, 100, 77, 77
INVAR-45, Run: 070, F, 0, 0, 0, 100, 0, 35, 100, 65, 65
INVAR-45, Run: 071, F, 0, 0, 0, 100, 0, 11, 100, 89, 89
INVAR-45, Run: 072, F, 0, 0, 0, 100, 0, 22, 100, 78, 78
INVAR-45, Run: 073, F, 0, 0, 0, 100, 0, 16, 100, 84, 84
INVAR-45, Run: 074, F, 0, 0, 0, 100, 0, 12, 100, 88, 88
INVAR-45, Run: 075, F, 0, 0, 0, 100, 0, 19, 100, 81, 81
INVAR-45, Run: 076, F, 0, 0, 0, 100, 0, 27, 100, 73, 73
INVAR-45, Run: 077, F, 0, 0, 0, 100, 0, 13, 100, 87, 87
INVAR-45, Run: 078, F, 0, 0, 0, 100, 0, 18, 100, 82, 82
INVAR-45, Run: 079, F, 0, 0, 0, 100, 0, 14, 100, 86, 86
INVAR-45, Run: 080, F, 0, 0, 0, 100, 0, 8, 100, 92, 92
INVAR-45, Run: 081, F, 0, 0, 0, 100, 0, 25, 100, 75, 75
INVAR-45, Run: 082, F, 0, 0, 0, 100, 0, 27, 100, 73, 73
INVAR-45, Run: 083, F, 0, 0, 0, 100, 0, 25, 100, 75, 75
INVAR-45, Run: 084, F, 0, 0, 0, 100, 0, 22, 100, 78, 78
INVAR-45, Run: 085, F, 0, 0, 0, 100, 0, 19, 100, 81, 81
INVAR-45, Run: 086, F, 0, 0, 0, 100, 0, 14, 100, 86, 86
INVAR-45, Run: 087, F, 0, 0, 0, 100, 0, 27, 100, 73, 73
INVAR-45, Run: 088, F, 0, 0, 0, 100, 0, 19, 100, 81, 81
INVAR-45, Run: 089, F, 0, 0, 0, 100, 0, 36, 100, 64, 64
INVAR-45, Run: 090, F, 0, 0, 0, 100, 0, 19, 100, 81, 81
INVAR-45, Run: 091, F, 0, 0, 0, 100, 0, 25, 100, 75, 75
