Input Number, Run_Number, Result@ 100, X, Y, Z, XP, YP, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-40, Run: 043, F, 0, 0, 355, 0, 155, 113, 87, 242, 87
INVAR-40, Run: 044, F, 0, 0, 309, 0, 109, 90, 110, 219, 110
INVAR-40, Run: 045, F, 0, 0, 303, 0, 103, 87, 113, 216, 113
INVAR-40, Run: 046, F, 0, 0, 327, 0, 127, 99, 101, 228, 101
INVAR-40, Run: 047, F, 0, 0, 341, 0, 141, 106, 94, 235, 94
INVAR-40, Run: 048, F, 0, 0, 343, 0, 143, 107, 93, 236, 93
INVAR-40, Run: 049, F, 0, 0, 335, 0, 135, 103, 97, 232, 97
INVAR-40, Run: 050, F, 0, 0, 361, 0, 161, 116, 84, 245, 84
INVAR-40, Run: 051, F, 0, 0, 337, 0, 137, 104, 96, 233, 96
INVAR-40, Run: 052, F, 0, 0, 315, 0, 115, 93, 107, 222, 107
INVAR-40, Run: 053, F, 0, 0, 313, 0, 113, 92, 108, 221, 108
INVAR-40, Run: 054, F, 0, 0, 339, 0, 139, 105, 95, 234, 95
INVAR-40, Run: 055, F, 0, 0, 353, 0, 153, 112, 88, 241, 88
INVAR-40, Run: 056, F, 0, 0, 331, 0, 131, 101, 99, 230, 99
INVAR-40, Run: 057, F, 0, 0, 335, 0, 135, 103, 97, 232, 97
INVAR-40, Run: 058, F, 0, 0, 325, 0, 125, 98, 102, 227, 102
INVAR-40, Run: 059, F, 0, 0, 307, 0, 107, 89, 111, 218, 111
INVAR-40, Run: 060, F, 0, 0, 317, 0, 117, 94, 106, 223, 106
INVAR-40, Run: 061, F, 0, 0, 307, 0, 107, 89, 111, 218, 111
INVAR-40, Run: 062, F, 0, 0, 297, 0, 97, 84, 116, 213, 116
INVAR-40, Run: 063, F, 0, 0, 295, 0, 95, 83, 117, 212, 117
INVAR-40, Run: 064, F, 0, 0, 307, 0, 107, 89, 111, 218, 111
INVAR-40, Run: 065, F, 0, 0, 337, 0, 137, 104, 96, 233, 96
INVAR-40, Run: 066, F, 0, 0, 339, 0, 139, 105, 95, 234, 95
INVAR-40, Run: 067, F, 0, 0, 357, 0, 157, 114, 86, 243, 86
INVAR-40, Run: 068, F, 0, 0, 319, 0, 119, 95, 105, 224, 105
INVAR-40, Run: 069, F, 0, 0, 325, 0, 125, 98, 102, 227, 102
INVAR-40, Run: 070, F, 0, 0, 321, 0, 121, 96, 104, 225, 104
INVAR-40, Run: 071, F, 0, 0, 327, 0, 127, 99, 101, 228, 101
INVAR-40, Run: 072, F, 0, 0, 293, 0, 93, 82, 118, 211, 118
INVAR-40, Run: 073, F, 0, 0, 329, 0, 129, 100, 100, 229, 100
INVAR-40, Run: 074, F, 0, 0, 303, 0, 103, 87, 113, 216, 113
INVAR-40, Run: 075, F, 0, 0, 337, 0, 137, 104, 96, 233, 96
INVAR-40, Run: 076, F, 0, 0, 327, 0, 127, 99, 101, 228, 101
INVAR-40, Run: 077, F, 0, 0, 327, 0, 127, 99, 101, 228, 101
INVAR-40, Run: 078, F, 0, 0, 361, 0, 161, 116, 84, 245, 84
INVAR-40, Run: 079, F, 0, 0, 335, 0, 135, 103, 97, 232, 97
INVAR-40, Run: 080, F, 0, 0, 315, 0, 115, 93, 107, 222, 107
INVAR-40, Run: 081, F, 0, 0, 351, 0, 151, 111, 89, 240, 89
INVAR-40, Run: 082, F, 0, 0, 315, 0, 115, 93, 107, 222, 107
INVAR-40, Run: 083, F, 0, 0, 315, 0, 115, 93, 107, 222, 107
INVAR-40, Run: 084, F, 0, 0, 319, 0, 119, 95, 105, 224, 105
INVAR-40, Run: 085, F, 0, 0, 319, 0, 119, 95, 105, 224, 105
INVAR-40, Run: 086, F, 0, 0, 323, 0, 123, 97, 103, 226, 103
INVAR-40, Run: 087, F, 0, 0, 335, 0, 135, 103, 97, 232, 97
INVAR-40, Run: 088, F, 0, 0, 321, 0, 121, 96, 104, 225, 104
INVAR-40, Run: 089, F, 0, 0, 349, 0, 149, 110, 90, 239, 90
INVAR-40, Run: 090, F, 0, 0, 335, 0, 135, 103, 97, 232, 97
INVAR-40, Run: 091, F, 0, 0, 331, 0, 131, 101, 99, 230, 99
INVAR-40, Run: 092, F, 0, 0, 319, 0, 119, 95, 105, 224, 105
INVAR-40, Run: 093, F, 0, 0, 353, 0, 153, 112, 88, 241, 88
INVAR-40, Run: 094, F, 0, 0, 303, 0, 103, 87, 113, 216, 113
INVAR-40, Run: 095, F, 0, 0, 319, 0, 119, 95, 105, 224, 105
INVAR-40, Run: 096, F, 0, 0, 315, 0, 115, 93, 107, 222, 107
INVAR-40, Run: 097, F, 0, 0, 343, 0, 143, 107, 93, 236, 93
INVAR-40, Run: 098, F, 0, 0, 325, 0, 125, 98, 102, 227, 102
INVAR-40, Run: 099, F, 0, 0, 307, 0, 107, 89, 111, 218, 111
INVAR-40, Run: 100, F, 0, 0, 333, 0, 133, 102, 98, 231, 98
INVAR-41, Run: 001, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 002, F, 0, 0, 56, 0, 6, 28, 22, 28, 22
INVAR-41, Run: 003, F, 0, 0, 52, 0, 2, 26, 24, 26, 24
INVAR-41, Run: 004, F, 0, 0, 50, 2, 0, 24, 26, 24, 24
INVAR-41, Run: 005, F, 0, 0, 54, 0, 4, 27, 23, 27, 23
INVAR-41, Run: 006, F, 0, 0, 50, 10, 0, 20, 30, 20, 20
INVAR-41, Run: 007, F, 0, 0, 52, 0, 2, 26, 24, 26, 24
INVAR-41, Run: 008, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 009, F, 0, 0, 58, 0, 8, 29, 21, 29, 21
INVAR-41, Run: 010, F, 0, 0, 50, 6, 0, 22, 28, 22, 22
INVAR-41, Run: 011, F, 0, 0, 54, 0, 4, 27, 23, 27, 23
INVAR-41, Run: 012, F, 0, 0, 50, 4, 0, 23, 27, 23, 23
INVAR-41, Run: 013, F, 0, 0, 50, 4, 0, 23, 27, 23, 23
INVAR-41, Run: 014, F, 0, 0, 54, 0, 4, 27, 23, 27, 23
INVAR-41, Run: 015, F, 0, 0, 54, 0, 4, 27, 23, 27, 23
INVAR-41, Run: 016, F, 0, 0, 50, 10, 0, 20, 30, 20, 20
INVAR-41, Run: 017, F, 0, 0, 56, 0, 6, 28, 22, 28, 22
INVAR-41, Run: 018, F, 0, 0, 50, 12, 0, 19, 31, 19, 19
INVAR-41, Run: 019, F, 0, 0, 60, 0, 10, 30, 20, 30, 20
INVAR-41, Run: 020, F, 0, 0, 70, 0, 20, 35, 15, 35, 15
INVAR-41, Run: 021, F, 0, 0, 56, 0, 6, 28, 22, 28, 22
INVAR-41, Run: 022, F, 0, 0, 56, 0, 6, 28, 22, 28, 22
INVAR-41, Run: 023, F, 0, 0, 56, 0, 6, 28, 22, 28, 22
INVAR-41, Run: 024, F, 0, 0, 54, 0, 4, 27, 23, 27, 23
INVAR-41, Run: 025, F, 0, 0, 50, 4, 0, 23, 27, 23, 23
INVAR-41, Run: 026, F, 0, 0, 58, 0, 8, 29, 21, 29, 21
INVAR-41, Run: 027, F, 0, 0, 50, 8, 0, 21, 29, 21, 21
INVAR-41, Run: 028, F, 0, 0, 56, 0, 6, 28, 22, 28, 22
INVAR-41, Run: 029, F, 0, 0, 50, 2, 0, 24, 26, 24, 24
INVAR-41, Run: 030, F, 0, 0, 58, 0, 8, 29, 21, 29, 21
INVAR-41, Run: 031, F, 0, 0, 66, 0, 16, 33, 17, 33, 17
INVAR-41, Run: 032, F, 0, 0, 52, 0, 2, 26, 24, 26, 24
INVAR-41, Run: 033, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 034, F, 0, 0, 58, 0, 8, 29, 21, 29, 21
INVAR-41, Run: 035, F, 0, 0, 50, 4, 0, 23, 27, 23, 23
INVAR-41, Run: 036, F, 0, 0, 68, 0, 18, 34, 16, 34, 16
INVAR-41, Run: 037, F, 0, 0, 52, 0, 2, 26, 24, 26, 24
INVAR-41, Run: 038, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 039, F, 0, 0, 54, 0, 4, 27, 23, 27, 23
INVAR-41, Run: 040, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 041, F, 0, 0, 58, 0, 8, 29, 21, 29, 21
INVAR-41, Run: 042, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 043, F, 0, 0, 60, 0, 10, 30, 20, 30, 20
INVAR-41, Run: 044, F, 0, 0, 50, 8, 0, 21, 29, 21, 21
INVAR-41, Run: 045, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 046, F, 0, 0, 50, 8, 0, 21, 29, 21, 21
INVAR-41, Run: 047, F, 0, 0, 50, 2, 0, 24, 26, 24, 24
INVAR-41, Run: 048, F, 0, 0, 50, 8, 0, 21, 29, 21, 21
INVAR-41, Run: 049, F, 0, 0, 56, 0, 6, 28, 22, 28, 22
INVAR-41, Run: 050, F, 0, 0, 50, 2, 0, 24, 26, 24, 24
INVAR-41, Run: 051, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 052, F, 0, 0, 52, 0, 2, 26, 24, 26, 24
INVAR-41, Run: 053, F, 0, 0, 50, 6, 0, 22, 28, 22, 22
INVAR-41, Run: 054, F, 0, 0, 50, 6, 0, 22, 28, 22, 22
INVAR-41, Run: 055, F, 0, 0, 50, 8, 0, 21, 29, 21, 21
INVAR-41, Run: 056, F, 0, 0, 50, 4, 0, 23, 27, 23, 23
INVAR-41, Run: 057, F, 0, 0, 50, 2, 0, 24, 26, 24, 24
INVAR-41, Run: 058, F, 0, 0, 60, 0, 10, 30, 20, 30, 20
INVAR-41, Run: 059, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 060, F, 0, 0, 50, 6, 0, 22, 28, 22, 22
INVAR-41, Run: 061, F, 0, 0, 50, 4, 0, 23, 27, 23, 23
INVAR-41, Run: 062, F, 0, 0, 60, 0, 10, 30, 20, 30, 20
INVAR-41, Run: 063, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 064, F, 0, 0, 50, 22, 0, 14, 36, 14, 14
INVAR-41, Run: 065, F, 0, 0, 62, 0, 12, 31, 19, 31, 19
INVAR-41, Run: 066, F, 0, 0, 50, 10, 0, 20, 30, 20, 20
INVAR-41, Run: 067, F, 0, 0, 50, 4, 0, 23, 27, 23, 23
INVAR-41, Run: 068, F, 0, 0, 52, 0, 2, 26, 24, 26, 24
INVAR-41, Run: 069, F, 0, 0, 50, 6, 0, 22, 28, 22, 22
INVAR-41, Run: 070, F, 0, 0, 50, 4, 0, 23, 27, 23, 23
INVAR-41, Run: 071, F, 0, 0, 50, 2, 0, 24, 26, 24, 24
INVAR-41, Run: 072, F, 0, 0, 54, 0, 4, 27, 23, 27, 23
INVAR-41, Run: 073, F, 0, 0, 56, 0, 6, 28, 22, 28, 22
INVAR-41, Run: 074, F, 0, 0, 50, 6, 0, 22, 28, 22, 22
INVAR-41, Run: 075, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 076, F, 0, 0, 58, 0, 8, 29, 21, 29, 21
INVAR-41, Run: 077, F, 0, 0, 50, 12, 0, 19, 31, 19, 19
INVAR-41, Run: 078, F, 0, 0, 58, 0, 8, 29, 21, 29, 21
INVAR-41, Run: 079, F, 0, 0, 60, 0, 10, 30, 20, 30, 20
INVAR-41, Run: 080, F, 0, 0, 50, 8, 0, 21, 29, 21, 21
INVAR-41, Run: 081, F, 0, 0, 50, 2, 0, 24, 26, 24, 24
INVAR-41, Run: 082, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 083, F, 0, 0, 50, 4, 0, 23, 27, 23, 23
INVAR-41, Run: 084, F, 0, 0, 54, 0, 4, 27, 23, 27, 23
INVAR-41, Run: 085, F, 0, 0, 50, 2, 0, 24, 26, 24, 24
INVAR-41, Run: 086, F, 0, 0, 50, 2, 0, 24, 26, 24, 24
INVAR-41, Run: 087, F, 0, 0, 52, 0, 2, 26, 24, 26, 24
INVAR-41, Run: 088, F, 0, 0, 50, 6, 0, 22, 28, 22, 22
INVAR-41, Run: 089, F, 0, 0, 58, 0, 8, 29, 21, 29, 21
INVAR-41, Run: 090, F, 0, 0, 56, 0, 6, 28, 22, 28, 22
INVAR-41, Run: 091, F, 0, 0, 50, 16, 0, 17, 33, 17, 17
INVAR-41, Run: 092, F, 0, 0, 50, 0, 0, 25, 25, 25, 25
INVAR-41, Run: 093, F, 0, 0, 54, 0, 4, 27, 23, 27, 23
INVAR-41, Run: 094, F, 0, 0, 50, 2, 0, 24, 26, 24, 24
INVAR-41, Run: 095, F, 0, 0, 52, 0, 2, 26, 24, 26, 24
INVAR-41, Run: 096, F, 0, 0, 54, 0, 4, 27, 23, 27, 23
INVAR-41, Run: 097, F, 0, 0, 64, 0, 14, 32, 18, 32, 18
INVAR-41, Run: 098, F, 0, 0, 54, 0, 4, 27, 23, 27, 23
INVAR-41, Run: 099, F, 0, 0, 56, 0, 6, 28, 22, 28, 22
INVAR-41, Run: 100, F, 0, 0, 62, 0, 12, 31, 19, 31, 19
INVAR-42, Run: 001, F, 0, 0, 100, 8, 0, 46, 54, 46, 46
INVAR-42, Run: 002, F, 0, 0, 104, 0, 4, 52, 48, 52, 48
INVAR-42, Run: 003, F, 0, 0, 102, 0, 2, 51, 49, 51, 49
INVAR-42, Run: 004, F, 0, 0, 102, 0, 2, 51, 49, 51, 49
INVAR-42, Run: 005, F, 0, 0, 100, 10, 0, 45, 55, 45, 45
INVAR-42, Run: 006, F, 0, 0, 112, 0, 12, 56, 44, 56, 44
INVAR-42, Run: 007, F, 0, 0, 100, 16, 0, 42, 58, 42, 42
INVAR-42, Run: 008, F, 0, 0, 100, 6, 0, 47, 53, 47, 47
INVAR-42, Run: 009, F, 0, 0, 102, 0, 2, 51, 49, 51, 49
INVAR-42, Run: 010, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 011, F, 0, 0, 100, 12, 0, 44, 56, 44, 44
INVAR-42, Run: 012, F, 0, 0, 100, 0, 0, 50, 50, 50, 50
INVAR-42, Run: 013, F, 0, 0, 100, 8, 0, 46, 54, 46, 46
INVAR-42, Run: 014, F, 0, 0, 100, 6, 0, 47, 53, 47, 47
INVAR-42, Run: 015, F, 0, 0, 100, 6, 0, 47, 53, 47, 47
INVAR-42, Run: 016, F, 0, 0, 100, 18, 0, 41, 59, 41, 41
INVAR-42, Run: 017, F, 0, 0, 100, 10, 0, 45, 55, 45, 45
INVAR-42, Run: 018, F, 0, 0, 100, 6, 0, 47, 53, 47, 47
INVAR-42, Run: 019, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 020, F, 0, 0, 102, 0, 2, 51, 49, 51, 49
INVAR-42, Run: 021, F, 0, 0, 100, 4, 0, 48, 52, 48, 48
INVAR-42, Run: 022, F, 0, 0, 110, 0, 10, 55, 45, 55, 45
INVAR-42, Run: 023, F, 0, 0, 104, 0, 4, 52, 48, 52, 48
INVAR-42, Run: 024, F, 0, 0, 100, 0, 0, 50, 50, 50, 50
INVAR-42, Run: 025, F, 0, 0, 100, 0, 0, 50, 50, 50, 50
INVAR-42, Run: 026, F, 0, 0, 100, 0, 0, 50, 50, 50, 50
INVAR-42, Run: 027, F, 0, 0, 100, 6, 0, 47, 53, 47, 47
INVAR-42, Run: 028, F, 0, 0, 116, 0, 16, 58, 42, 58, 42
INVAR-42, Run: 029, F, 0, 0, 100, 4, 0, 48, 52, 48, 48
INVAR-42, Run: 030, F, 0, 0, 100, 8, 0, 46, 54, 46, 46
INVAR-42, Run: 031, F, 0, 0, 108, 0, 8, 54, 46, 54, 46
INVAR-42, Run: 032, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 033, F, 0, 0, 110, 0, 10, 55, 45, 55, 45
INVAR-42, Run: 034, F, 0, 0, 100, 10, 0, 45, 55, 45, 45
INVAR-42, Run: 035, F, 0, 0, 100, 20, 0, 40, 60, 40, 40
INVAR-42, Run: 036, F, 0, 0, 102, 0, 2, 51, 49, 51, 49
INVAR-42, Run: 037, F, 0, 0, 100, 0, 0, 50, 50, 50, 50
INVAR-42, Run: 038, F, 0, 0, 100, 0, 0, 50, 50, 50, 50
INVAR-42, Run: 039, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 040, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 041, F, 0, 0, 100, 0, 0, 50, 50, 50, 50
INVAR-42, Run: 042, F, 0, 0, 112, 0, 12, 56, 44, 56, 44
INVAR-42, Run: 043, F, 0, 0, 102, 0, 2, 51, 49, 51, 49
INVAR-42, Run: 044, F, 0, 0, 100, 2, 0, 49, 51, 49, 49
INVAR-42, Run: 045, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 046, F, 0, 0, 104, 0, 4, 52, 48, 52, 48
INVAR-42, Run: 047, F, 0, 0, 118, 0, 18, 59, 41, 59, 41
INVAR-42, Run: 048, F, 0, 0, 102, 0, 2, 51, 49, 51, 49
INVAR-42, Run: 049, F, 0, 0, 104, 0, 4, 52, 48, 52, 48
INVAR-42, Run: 050, F, 0, 0, 100, 16, 0, 42, 58, 42, 42
INVAR-42, Run: 051, F, 0, 0, 100, 2, 0, 49, 51, 49, 49
INVAR-42, Run: 052, F, 0, 0, 100, 10, 0, 45, 55, 45, 45
INVAR-42, Run: 053, F, 0, 0, 100, 4, 0, 48, 52, 48, 48
INVAR-42, Run: 054, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 055, F, 0, 0, 100, 24, 0, 38, 62, 38, 38
INVAR-42, Run: 056, F, 0, 0, 110, 0, 10, 55, 45, 55, 45
INVAR-42, Run: 057, F, 0, 0, 104, 0, 4, 52, 48, 52, 48
INVAR-42, Run: 058, F, 0, 0, 100, 28, 0, 36, 64, 36, 36
INVAR-42, Run: 059, F, 0, 0, 100, 14, 0, 43, 57, 43, 43
INVAR-42, Run: 060, F, 0, 0, 100, 10, 0, 45, 55, 45, 45
INVAR-42, Run: 061, F, 0, 0, 100, 2, 0, 49, 51, 49, 49
INVAR-42, Run: 062, F, 0, 0, 114, 0, 14, 57, 43, 57, 43
INVAR-42, Run: 063, F, 0, 0, 100, 12, 0, 44, 56, 44, 44
INVAR-42, Run: 064, F, 0, 0, 100, 8, 0, 46, 54, 46, 46
INVAR-42, Run: 065, F, 0, 0, 102, 0, 2, 51, 49, 51, 49
INVAR-42, Run: 066, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 067, F, 0, 0, 116, 0, 16, 58, 42, 58, 42
INVAR-42, Run: 068, F, 0, 0, 100, 6, 0, 47, 53, 47, 47
INVAR-42, Run: 069, F, 0, 0, 100, 20, 0, 40, 60, 40, 40
INVAR-42, Run: 070, F, 0, 0, 118, 0, 18, 59, 41, 59, 41
INVAR-42, Run: 071, F, 0, 0, 110, 0, 10, 55, 45, 55, 45
INVAR-42, Run: 072, F, 0, 0, 108, 0, 8, 54, 46, 54, 46
INVAR-42, Run: 073, F, 0, 0, 112, 0, 12, 56, 44, 56, 44
INVAR-42, Run: 074, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 075, F, 0, 0, 110, 0, 10, 55, 45, 55, 45
INVAR-42, Run: 076, F, 0, 0, 100, 4, 0, 48, 52, 48, 48
INVAR-42, Run: 077, F, 0, 0, 104, 0, 4, 52, 48, 52, 48
INVAR-42, Run: 078, F, 0, 0, 112, 0, 12, 56, 44, 56, 44
INVAR-42, Run: 079, F, 0, 0, 116, 0, 16, 58, 42, 58, 42
INVAR-42, Run: 080, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 081, F, 0, 0, 104, 0, 4, 52, 48, 52, 48
INVAR-42, Run: 082, F, 0, 0, 100, 2, 0, 49, 51, 49, 49
INVAR-42, Run: 083, F, 0, 0, 100, 2, 0, 49, 51, 49, 49
INVAR-42, Run: 084, F, 0, 0, 100, 12, 0, 44, 56, 44, 44
INVAR-42, Run: 085, F, 0, 0, 112, 0, 12, 56, 44, 56, 44
INVAR-42, Run: 086, F, 0, 0, 120, 0, 20, 60, 40, 60, 40
INVAR-42, Run: 087, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 088, F, 0, 0, 116, 0, 16, 58, 42, 58, 42
INVAR-42, Run: 089, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 090, F, 0, 0, 104, 0, 4, 52, 48, 52, 48
INVAR-42, Run: 091, F, 0, 0, 100, 16, 0, 42, 58, 42, 42
INVAR-42, Run: 092, F, 0, 0, 118, 0, 18, 59, 41, 59, 41
INVAR-42, Run: 093, F, 0, 0, 104, 0, 4, 52, 48, 52, 48
INVAR-42, Run: 094, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 095, F, 0, 0, 106, 0, 6, 53, 47, 53, 47
INVAR-42, Run: 096, F, 0, 0, 100, 8, 0, 46, 54, 46, 46
INVAR-42, Run: 097, F, 0, 0, 100, 8, 0, 46, 54, 46, 46
INVAR-42, Run: 098, F, 0, 0, 110, 0, 10, 55, 45, 55, 45
INVAR-42, Run: 099, F, 0, 0, 100, 6, 0, 47, 53, 47, 47
INVAR-42, Run: 100, F, 0, 0, 102, 0, 2, 51, 49, 51, 49
INVAR-43, Run: 001, F, 0, 0, 204, 0, 4, 102, 98, 102, 98
INVAR-43, Run: 002, F, 0, 0, 200, 6, 0, 97, 103, 97, 97
INVAR-43, Run: 003, F, 0, 0, 200, 40, 0, 80, 120, 80, 80
INVAR-43, Run: 004, F, 0, 0, 212, 0, 12, 106, 94, 106, 94
INVAR-43, Run: 005, F, 0, 0, 206, 0, 6, 103, 97, 103, 97
INVAR-43, Run: 006, F, 0, 0, 200, 6, 0, 97, 103, 97, 97
INVAR-43, Run: 007, F, 0, 0, 200, 2, 0, 99, 101, 99, 99
INVAR-43, Run: 008, F, 0, 0, 200, 10, 0, 95, 105, 95, 95
INVAR-43, Run: 009, F, 0, 0, 202, 0, 2, 101, 99, 101, 99
INVAR-43, Run: 010, F, 0, 0, 214, 0, 14, 107, 93, 107, 93
INVAR-43, Run: 011, F, 0, 0, 212, 0, 12, 106, 94, 106, 94
INVAR-43, Run: 012, F, 0, 0, 234, 0, 34, 117, 83, 117, 83
INVAR-43, Run: 013, F, 0, 0, 208, 0, 8, 104, 96, 104, 96
INVAR-43, Run: 014, F, 0, 0, 208, 0, 8, 104, 96, 104, 96
INVAR-43, Run: 015, F, 0, 0, 200, 4, 0, 98, 102, 98, 98
INVAR-43, Run: 016, F, 0, 0, 218, 0, 18, 109, 91, 109, 91
INVAR-43, Run: 017, F, 0, 0, 200, 18, 0, 91, 109, 91, 91
INVAR-43, Run: 018, F, 0, 0, 232, 0, 32, 116, 84, 116, 84
INVAR-43, Run: 019, F, 0, 0, 216, 0, 16, 108, 92, 108, 92
INVAR-43, Run: 020, F, 0, 0, 208, 0, 8, 104, 96, 104, 96
INVAR-43, Run: 021, F, 0, 0, 202, 0, 2, 101, 99, 101, 99
INVAR-43, Run: 022, F, 0, 0, 200, 20, 0, 90, 110, 90, 90
INVAR-43, Run: 023, F, 0, 0, 200, 6, 0, 97, 103, 97, 97
INVAR-43, Run: 024, F, 0, 0, 200, 16, 0, 92, 108, 92, 92
INVAR-43, Run: 025, F, 0, 0, 202, 0, 2, 101, 99, 101, 99
INVAR-43, Run: 026, F, 0, 0, 206, 0, 6, 103, 97, 103, 97
INVAR-43, Run: 027, F, 0, 0, 214, 0, 14, 107, 93, 107, 93
INVAR-43, Run: 028, F, 0, 0, 200, 10, 0, 95, 105, 95, 95
INVAR-43, Run: 029, F, 0, 0, 200, 0, 0, 100, 100, 100, 100
INVAR-43, Run: 030, F, 0, 0, 200, 4, 0, 98, 102, 98, 98
INVAR-43, Run: 031, F, 0, 0, 232, 0, 32, 116, 84, 116, 84
INVAR-43, Run: 032, F, 0, 0, 200, 2, 0, 99, 101, 99, 99
INVAR-43, Run: 033, F, 0, 0, 220, 0, 20, 110, 90, 110, 90
INVAR-43, Run: 034, F, 0, 0, 214, 0, 14, 107, 93, 107, 93
INVAR-43, Run: 035, F, 0, 0, 206, 0, 6, 103, 97, 103, 97
INVAR-43, Run: 036, F, 0, 0, 206, 0, 6, 103, 97, 103, 97
INVAR-43, Run: 037, F, 0, 0, 200, 14, 0, 93, 107, 93, 93
INVAR-43, Run: 038, F, 0, 0, 222, 0, 22, 111, 89, 111, 89
INVAR-43, Run: 039, F, 0, 0, 200, 8, 0, 96, 104, 96, 96
INVAR-43, Run: 040, F, 0, 0, 224, 0, 24, 112, 88, 112, 88
INVAR-43, Run: 041, F, 0, 0, 206, 0, 6, 103, 97, 103, 97
INVAR-43, Run: 042, F, 0, 0, 216, 0, 16, 108, 92, 108, 92
INVAR-43, Run: 043, F, 0, 0, 222, 0, 22, 111, 89, 111, 89
INVAR-43, Run: 044, F, 0, 0, 210, 0, 10, 105, 95, 105, 95
INVAR-43, Run: 045, F, 0, 0, 200, 0, 0, 100, 100, 100, 100
INVAR-43, Run: 046, F, 0, 0, 200, 16, 0, 92, 108, 92, 92
INVAR-43, Run: 047, F, 0, 0, 200, 18, 0, 91, 109, 91, 91
INVAR-43, Run: 048, F, 0, 0, 200, 2, 0, 99, 101, 99, 99
INVAR-43, Run: 049, F, 0, 0, 200, 28, 0, 86, 114, 86, 86
INVAR-43, Run: 050, F, 0, 0, 200, 22, 0, 89, 111, 89, 89
INVAR-43, Run: 051, F, 0, 0, 200, 18, 0, 91, 109, 91, 91
INVAR-43, Run: 052, F, 0, 0, 200, 38, 0, 81, 119, 81, 81
INVAR-43, Run: 053, F, 0, 0, 200, 30, 0, 85, 115, 85, 85
INVAR-43, Run: 054, F, 0, 0, 200, 8, 0, 96, 104, 96, 96
INVAR-43, Run: 055, F, 0, 0, 200, 16, 0, 92, 108, 92, 92
INVAR-43, Run: 056, F, 0, 0, 200, 10, 0, 95, 105, 95, 95
INVAR-43, Run: 057, F, 0, 0, 208, 0, 8, 104, 96, 104, 96
INVAR-43, Run: 058, F, 0, 0, 200, 34, 0, 83, 117, 83, 83
INVAR-43, Run: 059, F, 0, 0, 218, 0, 18, 109, 91, 109, 91
INVAR-43, Run: 060, F, 0, 0, 200, 0, 0, 100, 100, 100, 100
INVAR-43, Run: 061, F, 0, 0, 200, 10, 0, 95, 105, 95, 95
INVAR-43, Run: 062, F, 0, 0, 200, 8, 0, 96, 104, 96, 96
INVAR-43, Run: 063, F, 0, 0, 216, 0, 16, 108, 92, 108, 92
INVAR-43, Run: 064, F, 0, 0, 216, 0, 16, 108, 92, 108, 92
INVAR-43, Run: 065, F, 0, 0, 200, 4, 0, 98, 102, 98, 98
INVAR-43, Run: 066, F, 0, 0, 200, 10, 0, 95, 105, 95, 95
INVAR-43, Run: 067, F, 0, 0, 200, 0, 0, 100, 100, 100, 100
INVAR-43, Run: 068, F, 0, 0, 208, 0, 8, 104, 96, 104, 96
INVAR-43, Run: 069, F, 0, 0, 200, 6, 0, 97, 103, 97, 97
INVAR-43, Run: 070, F, 0, 0, 232, 0, 32, 116, 84, 116, 84
INVAR-43, Run: 071, F, 0, 0, 210, 0, 10, 105, 95, 105, 95
INVAR-43, Run: 072, F, 0, 0, 200, 8, 0, 96, 104, 96, 96
INVAR-43, Run: 073, F, 0, 0, 212, 0, 12, 106, 94, 106, 94
