Input Number, Run_Number, Result@ 100, Y, X, XP, Z, YP, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-4, Run: 065, P, 0, 0, 0, 27, 17, 22, 10, 27, 10
INVAR-4, Run: 066, P, 0, 0, 0, 22, 12, 27, 10, 22, 10
INVAR-4, Run: 067, P, 0, 0, 0, 30, 20, 19, 10, 30, 10
INVAR-4, Run: 068, P, 0, 0, 0, 24, 14, 25, 10, 24, 10
INVAR-4, Run: 069, P, 0, 0, 0, 24, 14, 25, 10, 24, 10
INVAR-4, Run: 070, P, 0, 0, 0, 22, 12, 27, 10, 22, 10
INVAR-4, Run: 071, P, 0, 0, 0, 20, 10, 29, 10, 20, 10
INVAR-4, Run: 072, P, 0, 0, 0, 23, 13, 26, 10, 23, 10
INVAR-4, Run: 073, P, 0, 0, 0, 23, 13, 26, 10, 23, 10
INVAR-4, Run: 074, P, 0, 0, 0, 18, 8, 31, 10, 18, 10
INVAR-4, Run: 075, P, 0, 0, 0, 18, 8, 31, 10, 18, 10
INVAR-4, Run: 076, P, 0, 0, 0, 23, 13, 26, 10, 23, 10
INVAR-4, Run: 077, P, 0, 0, 0, 29, 19, 20, 10, 29, 10
INVAR-4, Run: 078, P, 0, 0, 0, 21, 11, 28, 10, 21, 10
INVAR-4, Run: 079, P, 0, 0, 0, 22, 12, 27, 10, 22, 10
INVAR-4, Run: 080, P, 0, 0, 0, 23, 13, 26, 10, 23, 10
INVAR-4, Run: 081, P, 0, 0, 0, 28, 18, 21, 10, 28, 10
INVAR-4, Run: 082, P, 0, 0, 0, 26, 16, 23, 10, 26, 10
INVAR-4, Run: 083, P, 0, 0, 0, 21, 11, 28, 10, 21, 10
INVAR-4, Run: 084, P, 0, 0, 0, 28, 18, 21, 10, 28, 10
INVAR-4, Run: 085, P, 0, 0, 0, 22, 12, 27, 10, 22, 10
INVAR-4, Run: 086, P, 0, 0, 0, 31, 21, 18, 10, 31, 10
INVAR-4, Run: 087, P, 0, 0, 0, 26, 16, 23, 10, 26, 10
INVAR-4, Run: 088, P, 0, 0, 0, 25, 15, 24, 10, 25, 10
INVAR-4, Run: 089, P, 0, 0, 0, 24, 14, 25, 10, 24, 10
INVAR-4, Run: 090, P, 0, 0, 0, 24, 14, 25, 10, 24, 10
INVAR-4, Run: 091, P, 0, 0, 0, 25, 15, 24, 10, 25, 10
INVAR-4, Run: 092, P, 0, 0, 0, 25, 15, 24, 10, 25, 10
INVAR-4, Run: 093, P, 0, 0, 0, 25, 15, 24, 10, 25, 10
INVAR-4, Run: 094, P, 0, 0, 0, 30, 20, 19, 10, 30, 10
INVAR-4, Run: 095, P, 0, 0, 0, 23, 13, 26, 10, 23, 10
INVAR-4, Run: 096, P, 0, 0, 0, 22, 12, 27, 10, 22, 10
INVAR-4, Run: 097, P, 0, 0, 0, 16, 6, 33, 10, 16, 10
INVAR-4, Run: 098, P, 0, 0, 0, 25, 15, 24, 10, 25, 10
INVAR-4, Run: 099, P, 0, 0, 0, 25, 15, 24, 10, 25, 10
INVAR-4, Run: 100, P, 0, 0, 0, 24, 14, 25, 10, 24, 10
INVAR-40, Run: 001, P, 0, 0, 137, 200, 0, 66, 200, 63, 63
INVAR-40, Run: 002, P, 0, 0, 126, 200, 0, 55, 200, 74, 74
INVAR-40, Run: 003, P, 0, 0, 147, 200, 0, 76, 200, 53, 53
INVAR-40, Run: 004, P, 0, 0, 121, 200, 0, 50, 200, 79, 79
INVAR-40, Run: 005, P, 0, 0, 132, 200, 0, 61, 200, 68, 68
INVAR-40, Run: 006, P, 0, 0, 127, 200, 0, 56, 200, 73, 73
INVAR-40, Run: 007, P, 0, 0, 140, 200, 0, 69, 200, 60, 60
INVAR-40, Run: 008, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 009, P, 0, 0, 137, 200, 0, 66, 200, 63, 63
INVAR-40, Run: 010, P, 0, 0, 122, 200, 0, 51, 200, 78, 78
INVAR-40, Run: 011, P, 0, 0, 142, 200, 0, 71, 200, 58, 58
INVAR-40, Run: 012, P, 0, 0, 122, 200, 0, 51, 200, 78, 78
INVAR-40, Run: 013, P, 0, 0, 143, 200, 0, 72, 200, 57, 57
INVAR-40, Run: 014, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 015, P, 0, 0, 143, 200, 0, 72, 200, 57, 57
INVAR-40, Run: 016, P, 0, 0, 137, 200, 0, 66, 200, 63, 63
INVAR-40, Run: 017, P, 0, 0, 130, 200, 0, 59, 200, 70, 70
INVAR-40, Run: 018, P, 0, 0, 130, 200, 0, 59, 200, 70, 70
INVAR-40, Run: 019, P, 0, 0, 130, 200, 0, 59, 200, 70, 70
INVAR-40, Run: 020, P, 0, 0, 135, 200, 0, 64, 200, 65, 65
INVAR-40, Run: 021, P, 0, 0, 137, 200, 0, 66, 200, 63, 63
INVAR-40, Run: 022, P, 0, 0, 132, 200, 0, 61, 200, 68, 68
INVAR-40, Run: 023, P, 0, 0, 138, 200, 0, 67, 200, 62, 62
INVAR-40, Run: 024, P, 0, 0, 136, 200, 0, 65, 200, 64, 64
INVAR-40, Run: 025, P, 0, 0, 141, 200, 0, 70, 200, 59, 59
INVAR-40, Run: 026, P, 0, 0, 132, 200, 0, 61, 200, 68, 68
INVAR-40, Run: 027, P, 0, 0, 138, 200, 0, 67, 200, 62, 62
INVAR-40, Run: 028, P, 0, 0, 126, 200, 0, 55, 200, 74, 74
INVAR-40, Run: 029, P, 0, 0, 124, 200, 0, 53, 200, 76, 76
INVAR-40, Run: 030, P, 0, 0, 132, 200, 0, 61, 200, 68, 68
INVAR-40, Run: 031, P, 0, 0, 151, 200, 0, 80, 200, 49, 49
INVAR-40, Run: 032, P, 0, 0, 135, 200, 0, 64, 200, 65, 65
INVAR-40, Run: 033, P, 0, 0, 131, 200, 0, 60, 200, 69, 69
INVAR-40, Run: 034, P, 0, 0, 138, 200, 0, 67, 200, 62, 62
INVAR-40, Run: 035, P, 0, 0, 129, 200, 0, 58, 200, 71, 71
INVAR-40, Run: 036, P, 0, 0, 139, 200, 0, 68, 200, 61, 61
INVAR-40, Run: 037, P, 0, 0, 147, 200, 0, 76, 200, 53, 53
INVAR-40, Run: 038, P, 0, 0, 130, 200, 0, 59, 200, 70, 70
INVAR-40, Run: 039, P, 0, 0, 138, 200, 0, 67, 200, 62, 62
INVAR-40, Run: 040, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 041, P, 0, 0, 141, 200, 0, 70, 200, 59, 59
INVAR-40, Run: 042, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 043, P, 0, 0, 134, 200, 0, 63, 200, 66, 66
INVAR-40, Run: 044, P, 0, 0, 136, 200, 0, 65, 200, 64, 64
INVAR-40, Run: 045, P, 0, 0, 139, 200, 0, 68, 200, 61, 61
INVAR-40, Run: 046, P, 0, 0, 142, 200, 0, 71, 200, 58, 58
INVAR-40, Run: 047, P, 0, 0, 140, 200, 0, 69, 200, 60, 60
INVAR-40, Run: 048, P, 0, 0, 123, 200, 0, 52, 200, 77, 77
INVAR-40, Run: 049, P, 0, 0, 127, 200, 0, 56, 200, 73, 73
INVAR-40, Run: 050, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 051, P, 0, 0, 144, 200, 0, 73, 200, 56, 56
INVAR-40, Run: 052, P, 0, 0, 141, 200, 0, 70, 200, 59, 59
INVAR-40, Run: 053, P, 0, 0, 143, 200, 0, 72, 200, 57, 57
INVAR-40, Run: 054, P, 0, 0, 131, 200, 0, 60, 200, 69, 69
INVAR-40, Run: 055, P, 0, 0, 134, 200, 0, 63, 200, 66, 66
INVAR-40, Run: 056, P, 0, 0, 137, 200, 0, 66, 200, 63, 63
INVAR-40, Run: 057, P, 0, 0, 152, 200, 0, 81, 200, 48, 48
INVAR-40, Run: 058, P, 0, 0, 137, 200, 0, 66, 200, 63, 63
INVAR-40, Run: 059, P, 0, 0, 136, 200, 0, 65, 200, 64, 64
INVAR-40, Run: 060, P, 0, 0, 144, 200, 0, 73, 200, 56, 56
INVAR-40, Run: 061, P, 0, 0, 134, 200, 0, 63, 200, 66, 66
INVAR-40, Run: 062, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 063, P, 0, 0, 142, 200, 0, 71, 200, 58, 58
INVAR-40, Run: 064, P, 0, 0, 130, 200, 0, 59, 200, 70, 70
INVAR-40, Run: 065, P, 0, 0, 128, 200, 0, 57, 200, 72, 72
INVAR-40, Run: 066, P, 0, 0, 130, 200, 0, 59, 200, 70, 70
INVAR-40, Run: 067, P, 0, 0, 128, 200, 0, 57, 200, 72, 72
INVAR-40, Run: 068, P, 0, 0, 144, 200, 0, 73, 200, 56, 56
INVAR-40, Run: 069, P, 0, 0, 131, 200, 0, 60, 200, 69, 69
INVAR-40, Run: 070, P, 0, 0, 140, 200, 0, 69, 200, 60, 60
INVAR-40, Run: 071, P, 0, 0, 135, 200, 0, 64, 200, 65, 65
INVAR-40, Run: 072, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 073, P, 0, 0, 136, 200, 0, 65, 200, 64, 64
INVAR-40, Run: 074, P, 0, 0, 127, 200, 0, 56, 200, 73, 73
INVAR-40, Run: 075, P, 0, 0, 132, 200, 0, 61, 200, 68, 68
INVAR-40, Run: 076, P, 0, 0, 145, 200, 0, 74, 200, 55, 55
INVAR-40, Run: 077, P, 0, 0, 129, 200, 0, 58, 200, 71, 71
INVAR-40, Run: 078, P, 0, 0, 138, 200, 0, 67, 200, 62, 62
INVAR-40, Run: 079, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 080, P, 0, 0, 136, 200, 0, 65, 200, 64, 64
INVAR-40, Run: 081, P, 0, 0, 150, 200, 0, 79, 200, 50, 50
INVAR-40, Run: 082, P, 0, 0, 136, 200, 0, 65, 200, 64, 64
INVAR-40, Run: 083, P, 0, 0, 138, 200, 0, 67, 200, 62, 62
INVAR-40, Run: 084, P, 0, 0, 127, 200, 0, 56, 200, 73, 73
INVAR-40, Run: 085, P, 0, 0, 142, 200, 0, 71, 200, 58, 58
INVAR-40, Run: 086, P, 0, 0, 138, 200, 0, 67, 200, 62, 62
INVAR-40, Run: 087, P, 0, 0, 140, 200, 0, 69, 200, 60, 60
INVAR-40, Run: 088, P, 0, 0, 134, 200, 0, 63, 200, 66, 66
INVAR-40, Run: 089, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 090, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 091, P, 0, 0, 135, 200, 0, 64, 200, 65, 65
INVAR-40, Run: 092, P, 0, 0, 144, 200, 0, 73, 200, 56, 56
INVAR-40, Run: 093, P, 0, 0, 137, 200, 0, 66, 200, 63, 63
INVAR-40, Run: 094, P, 0, 0, 134, 200, 0, 63, 200, 66, 66
INVAR-40, Run: 095, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 096, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-40, Run: 097, P, 0, 0, 132, 200, 0, 61, 200, 68, 68
INVAR-40, Run: 098, P, 0, 0, 136, 200, 0, 65, 200, 64, 64
INVAR-40, Run: 099, P, 0, 0, 138, 200, 0, 67, 200, 62, 62
INVAR-40, Run: 100, P, 0, 0, 133, 200, 0, 62, 200, 67, 67
INVAR-41, Run: 001, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 002, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 003, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 004, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 005, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 006, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 007, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 008, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 009, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 010, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 011, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 012, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 013, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 014, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 015, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 016, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 017, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 018, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 019, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 020, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 021, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 022, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 023, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 024, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 025, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 026, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 027, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 028, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 029, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 030, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 031, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 032, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 033, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 034, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 035, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 036, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 037, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 038, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 039, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 040, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 041, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 042, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 043, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 044, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 045, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 046, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 047, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 048, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 049, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 050, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 051, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 052, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 053, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 054, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 055, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 056, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 057, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 058, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 059, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 060, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 061, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 062, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 063, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 064, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 065, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 066, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 067, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 068, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 069, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 070, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 071, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 072, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 073, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 074, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 075, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 076, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 077, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 078, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 079, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 080, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 081, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 082, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 083, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 084, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 085, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 086, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 087, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 088, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 089, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 090, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 091, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 092, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 093, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 094, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 095, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 096, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 097, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 098, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 099, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 100, P, 0, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-42, Run: 001, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 002, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 003, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 004, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 005, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 006, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 007, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 008, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 009, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 010, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 011, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 012, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 013, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 014, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 015, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 016, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 017, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 018, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 019, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 020, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 021, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 022, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 023, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 024, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 025, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 026, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 027, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 028, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 029, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 030, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 031, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 032, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 033, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 034, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 035, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 036, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 037, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 038, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 039, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 040, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 041, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 042, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 043, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 044, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 045, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 046, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 047, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 048, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 049, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 050, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 051, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 052, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 053, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 054, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 055, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 056, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 057, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 058, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 059, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 060, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 061, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 062, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 063, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 064, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 065, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 066, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 067, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 068, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 069, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 070, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 071, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 072, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 073, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 074, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 075, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 076, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 077, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 078, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 079, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 080, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 081, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 082, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 083, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 084, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 085, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 086, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 087, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 088, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 089, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 090, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 091, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 092, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 093, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 094, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 095, P, 0, 0, 100, 100, 0, 0, 100, 0, 0
